kingdom,group,type,calendar_id,website,social,date_last_checked,location,lat,lng
Kingdom of the Outlands,Shire of Drygestan,shire,No Calendar Listed,https://drygestan.outlands.org,,2026-06-22,"Santa Fe & Las Vegas, NM",35.593444,-105.230217
Kingdom of the Outlands,Shire of Fontaine dans Sable,shire,No Calendar Listed,https://fontaine.outlands.org,,2026-06-22,"Farmington, NM",36.729115,-108.205445
Kingdom of the Outlands,Shire of Nahrun Kabirun,shire,No Calendar Available,https://nahrun.outlands.org/activities-calendar/,,2026-06-22,"Las Cruces, NM",32.314035,-106.779807
Kingdom of the Outlands,Shire of Rio de las Animas,shire,No Calendar Listed,https://riodelasanimas.wordpress.com/,,2026-06-22,"Durango, CO",37.276948,-107.8766
Kingdom of the Outlands,Shire of White Mountain,shire,https://whitemountain.outlands.org/?ical=1,https://whitemountain.outlands.org,,2026-06-22,"White Sands & Alamogordo, NM",32.838706,-105.989136
Kingdom of the Outlands,Shire of Windkeep,shire,No Calendar Listed,https://windkeep.outlands.org,,2026-06-22,"Cheyenne, WY",41.139981,-104.820246
Kingdom of the West,Barony of Darkwood,barony,https://calendar.google.com/calendar/ical/darkwoodwebcontent%40westkingdom.org/public/basic.ics,https://mists.westkingdom.org/branches-groups/#darkwood,,2026-06-22,"Santa Cruz, California",37.050096,-121.99059
Kingdom of the West,Barony of Eskalya,barony,https://calendar.google.com/calendar/ical/eskalyawebcontent%40westkingdom.org/public/basic.ics,https://sites.google.com/westkingdom.org/eskalya/home/,,2026-06-22,"Anchorage, Alaska",61.216313,-149.894852
Kingdom of the West,Barony of Fettburg,barony,https://calendar.google.com/calendar/ical/fettburgwebcontent%40westkingdom.org/public/basic.ics,https://fettburg.westkingdom.org/,,2026-06-22,"Stockton, California",37.957702,-121.290779
Kingdom of the West,Barony of Rivenoak,barony,https://calendar.google.com/calendar/ical/rivenoakwebcontent%40westkingdom.org/public/basic.ics,http://rivenoak.westkingdom.org/,,2026-06-22,"Chico, California",39.728494,-121.837478
Kingdom of the West,Barony of Selveirgard,barony,https://calendar.google.com/calendar/ical/selviergardwebcontent%40westkingdom.org/public/basic.ics,https://sites.google.com/westkingdom.org/baronyofselviergard/home,,2026-06-22,"Wasilla, Alaska",61.582422,-149.442563
Kingdom of the West,Barony of Westermark,barony,https://calendar.google.com/calendar/ical/westermarkwebcontent%40westkingdom.org/public/basic.ics,https://mists.westkingdom.org/branches-groups/#westermark,,2026-06-22,"Fremont, California",37.54827,-121.988571
Kingdom of the West,Barony of Winter's Gate,barony,https://calendar.google.com/calendar/ical/wintersgatewebcontent%40westkingdom.org/public/basic.ics,http://wintersgate.westkingdom.org/,,2026-06-22,"Fairbanks, Alaska",64.837845,-147.716675
Kingdom of the West,Canton of Hawk's Haven,canton,https://calendar.google.com/calendar/ical/hawkshavenwebcontent%40westkingdom.org/public/basic.ics,https://mists.westkingdom.org/branches-groups/#hawks-haven,,2026-06-22,"Hollister, California",36.852455,-121.401602
Kingdom of the West,Canton of Montagne du Roi,canton,https://calendar.google.com/calendar/ical/mdrwebcontent%40westkingdom.org/public/basic.ics,https://mists.westkingdom.org/branches-groups/#montaigne-du-roi,,2026-06-22,"Monterey, California",36.223108,-121.387742
Kingdom of the West,College of Saint Boniface,college,https://calendar.google.com/calendar/ical/stbonifacewebcontent%40westkingdom.org/public/basic.ics,http://stboniface.westkingdom.org/,,2026-06-22,"Fairbanks, Alaska",64.837845,-147.716675
Kingdom of the West,College of Saint Katherine,college,https://calendar.google.com/calendar/ical/kateswebcontent%40westkingdom.org/public/basic.ics,https://mists.westkingdom.org/branches-groups/#college-of-st-katherine,,2026-06-22,"Berkeley, California",37.870839,-122.272863
Kingdom of the West,College of St. David,college,https://calendar.google.com/calendar/ical/stdavidwebcontent%40westkingdom.org/public/basic.ics,https://mists.westkingdom.org/branches-groups/#college-of-st-davis,,2026-06-22,"Santa Cruz, California",37.050096,-121.99059
Kingdom of the West,Principality of Cynagua,principality,https://calendar.google.com/calendar/ical/cynaguawebcontent%40westkingdom.org/public/basic.ics,http://cynagua.westkingdom.org,,2026-06-22,"Sacramento, California",38.581061,-121.493895
Kingdom of the West,Principality of Oertha,principality,https://calendar.google.com/calendar/ical/oerthawebcontent%40westkingdom.org/public/basic.ics,http://oertha.westkingdom.org,,2026-06-22,"Anchorage, Alaska",61.216313,-149.894852
Kingdom of the West,Principality of the Mists,principality,https://calendar.google.com/calendar/ical/mistsprincipalitywebcontent%40westkingdom.org/public/basic.ics,http://mists.westkingdom.org,,2026-06-22,"San Francisco, California",37.787936,-122.40752
Kingdom of the West,Province of Golden Rivers,province,https://calendar.google.com/calendar/ical/goldenriverswebcontent%40westkingdom.org/public/basic.ics,http://www.goldenrivers.westkingdom.org/,,2026-06-22,"Sacramento, California",38.581061,-121.493895
Kingdom of the West,Province of Silver Desert,province,https://calendar.google.com/calendar/ical/silverdesertwebcontent%40westkingdom.org/public/basic.ics,http://silverdesert.westkingdom.org/,,2026-06-22,"Reno, Nevada",39.526179,-119.812658
Kingdom of the West,Province of Southern Shores,province,https://calendar.google.com/calendar/ical/southernshoreswebcontent%40westkingdom.org/public/basic.ics,https://mists.westkingdom.org/branches-groups/#southern-shores,,2026-06-22,"San Jose, California",37.336166,-121.890591
Kingdom of the West,Province of the Mists,province,https://calendar.google.com/calendar/ical/mistsprovincewebcontent%40westkingdom.org/public/basic.ics,https://mists.westkingdom.org/branches-groups/#province-of-the-mists,,2026-06-22,"Oakland, California",37.804456,-122.271356
Kingdom of the West,Shire of Belogor,shire,https://calendar.google.com/calendar/ical/belogorwebcontent%40westkingdom.org/public/basic.ics,https://www.facebook.com/groups/362341170496533/,,2026-06-22,"Yreka, California",41.732616,-122.637766
Kingdom of the West,Shire of Caldarium,shire,https://calendar.google.com/calendar/ical/caldariumwebcontent%40westkingdom.org/public/basic.ics,https://mists.westkingdom.org/branches-groups/#caldarium,,2026-06-22,"San Rafael, California",37.974779,-122.531669
Kingdom of the West,Shire of Canale,shire,https://calendar.google.com/calendar/ical/canalewebcontent%40westkingdom.org/public/basic.ics,http://canale.westkingdom.org/,,2026-06-22,"Modesto, California",37.639342,-120.996889
Kingdom of the West,Shire of Champclair,shire,https://calendar.google.com/calendar/ical/champclairwebcontent%40westkingdom.org/public/basic.ics,https://www.facebook.com/groups/653122331461417/,,2026-06-22,"Vacaville, California",38.356577,-121.987744
Kingdom of the West,Shire of Cloondara,shire,https://calendar.google.com/calendar/ical/cloondarawebcontent%40westkingdom.org/public/basic.ics,https://mists.westkingdom.org/branches-groups/#cloondara,,2026-06-22,"San Francisco, California",37.787936,-122.40752
Kingdom of the West,Shire of Crosston,shire,https://calendar.google.com/calendar/ical/crosstonwebcontent%40westkingdom.org/public/basic.ics,https://mists.westkingdom.org/branches-groups/#crosston,,2026-06-22,"Sunnyvale, California",37.36883,-122.036349
Kingdom of the West,Shire of Danegeld Tor,shire,https://calendar.google.com/calendar/ical/danegeldtorwebcontent%40westkingdom.org/public/basic.ics,https://danegeldtor.westkingdom.org/,,2026-06-22,"Roseville, California",38.752124,-121.288006
Kingdom of the West,Shire of Earngyld,shire,https://calendar.google.com/calendar/ical/earngyldwebcontent%40westkingdom.org/public/basic.ics,https://sites.google.com/westkingdom.org/earngyld/home/,,2026-06-22,"Juneau, Alaska",58.301961,-134.419675
Kingdom of the West,Shire of Fendrake Marsh,shire,https://calendar.google.com/calendar/ical/fendrakemarshwebcontent%40westkingdom.org/public/basic.ics,https://www.facebook.com/groups/ShireOfFendrakeMarsh/,,2026-06-22,"Fallon, Nevada",39.474517,-118.777895
Kingdom of the West,Shire of Hrafnafjordr,shire,https://calendar.google.com/calendar/ical/hrafnafjordrwebcontent%40westkingdom.org/public/basic.ics,https://www.facebook.com/groups/ravensfjord/,,2026-06-22,"Kenai, Alaska",60.554444,-151.258333
Kingdom of the West,Shire of Mountain's Gate,shire,https://calendar.google.com/calendar/ical/mountainsgatewebcontent%40westkingdom.org/public/basic.ics,http://mountainsgate.westkingdom.org/,,2026-06-22,"Placerville, California",38.729625,-120.798546
Kingdom of the West,Shire of Pavlok Gorod,shire,https://calendar.google.com/calendar/ical/pavlokgarodwebcontent%40westkingdom.org/public/basic.ics,https://sites.google.com/westkingdom.org/pavlokgarod/home,,2026-06-22,"Kodiak, Alaska",57.790166,-152.406707
Kingdom of the West,Shire of Teufelberg,shire,https://calendar.google.com/calendar/ical/teufelbergwebcontent%40westkingdom.org/public/basic.ics,https://mists.westkingdom.org/branches-groups/#teufelberg,,2026-06-22,"Antioch, California",38.00933,-121.810693
Kingdom of the West,Shire of Thistletorr,shire,https://calendar.google.com/calendar/ical/thistletorrwebcontent%40westkingdom.org/public/basic.ics,https://sites.google.com/westkingdom.org/thistletorr-vakkerfjell,,2026-06-22,"Colusa, California",39.146558,-122.220956
Kingdom of the West,Shire of Vakkerfjell,shire,https://calendar.google.com/calendar/ical/vakkerfjellwebcontent%40westkingdom.org/public/basic.ics,https://www.facebook.com/groups/131805570222282/,,2026-06-22,"Marysville, California",39.145725,-121.591352
Kingdom of the West,Shire of Vinhold,shire,https://calendar.google.com/calendar/ical/vinholdwebcontent%40westkingdom.org/public/basic.ics,https://mists.westkingdom.org/branches-groups/#vinhold,,2026-06-22,"Napa, California",38.489868,-122.321841
Kingdom of the West,Shire of Windy Meads,shire,https://calendar.google.com/calendar/ical/windymeadswebcontent%40westkingdom.org/public/basic.ics,https://www.facebook.com/groups/409695855792198,,2026-06-22,"Davis, California",38.543553,-121.739005
Kingdom of the West,Shire of Wolfscairn,shire,https://calendar.google.com/calendar/ical/wolfscairnwebcontent%40westkingdom.org/public/basic.ics,https://mists.westkingdom.org/branches-groups/#wolfscairn,,2026-06-22,"Petaluma, California",38.232583,-122.636465
Kingdom of the West,Barony of the Far West,barony,https://calendar.google.com/calendar/ical/farwestwebcontent%40westkingdom.org/public/basic.ics,https://sites.google.com/westkingdom.org/baronyofthefarwest/home,,,South Korea and Thailand,15.475528,100.956383
Kingdom of the West,Canton of Golden Playne,canton,https://calendar.google.com/calendar/ical/goldenplaynewebcontent%40westkingdom.org/public/basic.ics,https://sites.google.com/westkingdom.org/baronyofthefarwest/groups/canton-of-the-golden-playne?authuser=0,,,Thailand,13.837945,100.401906
Kingdom of the West,Barony of Allyshia,barony,https://calendar.google.com/calendar/ical/allyshiawebcontent%40westkingdom.org/public/basic.ics,https://sites.google.com/westkingdom.org/allyshia/home/,,,"Humboldt County, California",40.8,-123.8
Kingdom of the West,Battle Rock,stronghold,https://calendar.google.com/calendar/ical/battlerockwebcontent%40westkingdom.org/public/basic.ics,https://sites.google.com/westkingdom.org/baronyofthefarwest/home,,,"Okinawa, Japan",26.3344,127.8056
Kingdom of the West,Shire of Bestwode,shire,https://calendar.google.com/calendar/ical/bestwodewebcontent%40westkingdom.org/public/basic.ics,https://sites.google.com/westkingdom.org/bestwodeshire/home,,,,,
Kingdom of the West,Canton of Borderwinds,canton,https://calendar.google.com/calendar/ical/borderwindswebcontent%40westkingdom.org/public/basic.ics,https://borderwinds.westkingdom.org/,,,"Santa Barbara County, California",34.2629,-119.8486
Kingdom of the West,Canton of Caer Darth,canton,https://calendar.google.com/calendar/ical/caerdarthwebcontent%40westkingdom.org/public/basic.ics,https://www.facebook.com/groups/129274067163523/,,,,,
Kingdom of the West,Eternal Winds,stronghold,https://calendar.google.com/calendar/ical/eternalwindswebcontent%40westkingdom.org/public/basic.ics,https://sites.google.com/westkingdom.org/baronyofthefarwest/home,,,"Misawa, Japan",40.6832,141.369
Kingdom of the West,Fortaleza de Islas de las Velas Latinas,stronghold,https://calendar.google.com/calendar/ical/islasdelasvelaswebcontent%40westkingdom.org/public/basic.ics,https://sites.google.com/westkingdom.org/baronyofthefarwest/home,,,Guam and Tinnian,13.3824,144.6973
Kingdom of the West,The Marches,principality,https://calendar.google.com/calendar/ical/marcheswebcontent%40westkingdom.org/public/basic.ics,https://westkingdom.org/groups/the-marches/,,,,,
Kingdom of the West,Shire of Mont d’Or,shire,https://calendar.google.com/calendar/ical/montdorwebcontent%40westkingdom.org/public/basic.ics,https://westkingdom.org/groups/principality-of-cynagua/,,,,,
Kingdom of the West,Shire of Ravenshore,shire,https://calendar.google.com/calendar/ical/ravenshorewebcontent%40westkingdom.org/public/basic.ics,https://sites.google.com/westkingdom.org/shire-of-ravenshore/home,,,"Lake and Mendocino Counties, California",39.147649,-123.102475
Kingdom of the West,College of St Brendan,college,https://calendar.google.com/calendar/ical/stbrendanwebcontent%40westkingdom.org/public/basic.ics,https://westkingdom.org/groups/the-marches/,,,,,
Kingdom of the West,College of St Guinefor,college,https://calendar.google.com/calendar/ical/stguinefortwebcontent%40westkingdom.org/public/basic.ics,https://sites.google.com/westkingdom.org/eskalya/home?authuser=0,,,,,
Kingdom of the West,Barony of Tarnmist,barony,https://calendar.google.com/calendar/ical/tarnmistwebcontent%40westkingdom.org/public/basic.ics,https://tarnmist.westkingdom.org/,,,"San Luis Obispo County, California",35.277323,-120.61781
Kingdom of the West,Vale de Draco,stronghold,https://calendar.google.com/calendar/ical/valededracowebcontent%40westkingdom.org/public/basic.ics,https://www.facebook.com/groups/valededraco/,,,"Tokyo, Japan",35.579847,139.932972
Kingdom of the West,Warriors’ Gate,stronghold,https://calendar.google.com/calendar/ical/warriorsgatewebcontent%40westkingdom.org/public/basic.ics,https://farwest.westkingdom.org/stronghold-of-warriors-gate/,,,South Korea,36.611962,128.145772
Kingdom of Ansteorra,Local Groups AMP Feed,,https://amp.ansteorra.org/gatherings/feed,https://amp.ansteorra.org/gatherings/calendar?year=2026&month=6&view=month,,,No location,,
